Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Divorced,Married,Single
0,33,0,1,3.0,0.0,0,36,3,2,4,6551.0,1440,5111.0,0.629,2429,77,0.453,0.22,0.0,0.0,1.0
0,46,1,3,3.0,1.0,0,32,6,2,3,11477.0,0,11477.0,0.767,1260,27,0.688,0.0,0.0,1.0,0.0
0,43,0,1,2.0,0.0,0,36,3,2,2,3342.0,2517,825.0,0.977,5848,81,0.8,0.753,0.0,0.0,1.0
0,53,0,4,3.0,0.0,0,46,4,1,2,4117.0,777,3340.0,0.592,5218,88,0.6,0.189,0.0,0.0,1.0
0,60,0,1,3.0,0.0,0,55,4,1,0,2346.0,2150,196.0,0.666,4592,90,0.8,0.916,0.0,0.0,1.0
0,43,1,0,1.0,3.0,0,36,5,3,3,7866.0,0,7866.0,0.747,2843,53,0.828,0.0,0.0,1.0,0.0
0,47,0,2,3.0,0.0,0,34,5,2,2,3156.0,1644,1512.0,1.052,1151,31,1.385,0.521,0.0,1.0,0.0
0,53,0,2,4.0,1.0,0,40,5,1,4,2127.0,1995,132.0,0.374,1363,37,0.37,0.938,0.0,1.0,0.0
0,48,1,2,4.0,1.0,0,42,3,2,0,1898.0,0,1898.0,0.838,3513,59,0.686,0.0,0.0,1.0,0.0
0,45,1,3,3.0,2.0,0,35,3,3,3,10290.0,753,9537.0,0.858,4326,81,0.761,0.073,0.0,0.0,0.0
0,49,0,3,0.0,0.0,0,40,5,2,2,6049.0,796,5253.0,0.821,4468,71,0.511,0.132,0.0,1.0,0.0
0,40,0,3,3.0,1.3414549251653325,0,20,3,1,3,1829.0,1140,689.0,0.325,1610,49,0.4,0.623,0.0,1.0,0.0
0,52,1,2,3.0,3.0,0,41,2,5,1,33256.0,928,32328.0,0.694,7796,97,0.59,0.028,0.0,1.0,0.0
0,64,0,1,1.0,1.3414549251653325,0,36,3,3,1,18038.0,1184,16854.0,0.827,4168,64,0.6,0.066,1.0,0.0,0.0
0,46,1,4,3.0,2.0,0,35,5,1,2,1535.0,700,835.0,2.282,1848,25,1.083,0.456,0.0,1.0,0.0
0,51,0,2,1.0,0.0,0,37,3,2,1,2258.0,1250,1008.0,0.611,4368,75,0.596,0.554,0.0,1.0,0.0
0,44,1,3,2.0,2.0,0,30,5,2,0,4489.0,0,4489.0,0.693,3773,64,0.455,0.0,0.0,1.0,0.0
0,53,0,1,5.0,0.0,0,36,3,1,2,3128.0,2517,611.0,0.696,2361,42,0.826,0.805,0.0,1.0,0.0
0,46,0,4,1.0,0.0,0,36,5,2,1,2374.0,1332,1042.0,0.686,4253,81,0.884,0.561,0.0,1.0,0.0
0,55,0,1,2.0838129496402877,0.0,0,36,3,1,0,2677.0,1555,1122.0,0.639,4757,81,0.688,0.581,0.0,1.0,0.0
0,39,0,2,2.0838129496402877,1.0,0,29,2,2,2,11135.0,1563,9572.0,0.746,8777,112,0.778,0.14,0.0,0.0,1.0
0,62,1,1,1.0,1.0,0,43,5,1,3,4450.0,1444,3006.0,0.465,1326,44,0.419,0.324,0.0,1.0,0.0
0,58,0,1,1.0,0.0,0,43,4,1,4,1957.0,1152,805.0,0.899,4546,78,0.5,0.589,0.0,1.0,0.0
0,51,0,3,1.0,1.3414549251653325,0,31,5,1,5,15340.0,2331,13009.0,0.565,2965,51,0.594,0.152,0.0,1.0,0.0
0,52,1,3,2.0838129496402877,3.0,0,46,5,1,2,2735.0,1942,793.0,0.582,3724,66,0.692,0.71,0.0,0.0,1.0
0,60,0,1,0.0,1.0,0,52,4,2,3,2802.0,2517,285.0,0.664,4392,81,0.723,0.898,1.0,0.0,0.0
0,39,0,4,1.0,0.0,0,36,2,2,1,3600.0,2072,1528.0,0.94,14137,116,0.966,0.576,0.0,1.0,0.0
0,50,1,1,5.0,4.0,0,39,2,3,2,34516.0,2517,31999.0,0.778,8087,86,0.509,0.073,0.0,1.0,0.0
0,39,1,1,4.0,3.0,0,29,6,2,2,23034.0,1992,21042.0,0.759,2514,32,0.684,0.086,0.0,0.0,1.0
0,35,1,0,2.0,3.0,1,16,6,3,3,34516.0,0,34516.0,0.524,2655,64,0.829,0.0,0.0,0.0,1.0
0,36,0,0,0.0,1.3414549251653325,0,18,5,3,2,3667.0,948,2719.0,0.641,2781,59,0.844,0.259,0.0,0.0,1.0
0,35,0,4,1.0,1.3414549251653325,0,24,5,2,4,16915.0,1679,15236.0,0.834,2795,55,0.833,0.099,0.0,0.0,1.0
0,47,0,3,3.0,0.0,0,38,5,1,2,3027.0,1671,1356.0,0.934,3912,77,0.925,0.552,1.0,0.0,0.0
0,36,1,3,2.0,4.0,0,26,3,2,3,17116.0,939,16177.0,1.575,2547,45,0.731,0.055,0.0,1.0,0.0
0,46,0,4,3.0,1.3414549251653325,0,42,4,0,3,13376.0,1633,11743.0,0.98,4515,63,1.172,0.122,0.0,0.0,1.0
0,42,1,3,3.0,2.0,1,22,5,3,1,25293.0,1140,24153.0,1.01,4059,80,0.86,0.045,0.0,0.0,1.0
0,37,0,2,3.0,0.0,0,24,5,2,3,8444.0,1945,6499.0,0.703,2497,74,0.609,0.23,0.0,0.0,1.0
0,52,0,2,3.0,1.0,0,33,5,2,2,6081.0,989,5092.0,1.222,4451,70,0.429,0.163,0.0,0.0,1.0
0,43,1,1,3.0,3.0,1,37,4,3,2,34516.0,1440,33076.0,1.117,1575,34,2.4,0.042,0.0,0.0,1.0
0,54,1,2,0.0,2.0,0,45,2,3,1,6546.0,1908,4638.0,0.697,14103,112,0.672,0.291,0.0,1.0,0.0
0,44,1,4,3.0,1.0,0,38,5,2,3,5452.0,2091,3361.0,0.813,1347,30,0.5,0.384,0.0,1.0,0.0
0,56,0,1,3.0,0.0,0,51,3,3,4,1438.3,0,1438.3,0.798,3877,70,0.556,0.0,0.0,1.0,0.0
0,62,1,0,3.0,2.0,0,56,1,3,3,6103.0,2517,3586.0,0.74,8080,92,0.704,0.412,1.0,0.0,0.0
0,55,1,2,1.0,2.0,0,36,4,3,3,7231.0,2381,4850.0,0.996,1421,23,1.3,0.329,0.0,1.0,0.0
0,52,1,3,3.0,3.0,0,42,5,2,4,17302.0,1339,15963.0,0.631,1181,30,1.0,0.077,0.0,1.0,0.0
0,53,1,1,1.0,3.0,0,47,3,2,2,12262.0,1836,10426.0,1.584,1659,38,1.533,0.15,0.0,1.0,0.0
0,49,1,2,5.0,4.0,0,34,3,6,4,27124.0,2311,24813.0,0.73,15195,121,0.729,0.085,0.0,1.0,0.0
0,54,1,0,3.0,3.0,0,42,3,1,1,22437.0,1389,21048.0,0.917,3283,50,1.273,0.062,0.0,0.0,1.0
0,52,0,1,3.0,0.0,0,47,3,1,3,1438.3,0,1438.3,0.775,5015,68,0.789,0.0,0.0,1.0,0.0
0,45,0,3,3.0,1.3414549251653325,0,36,1,2,2,4348.0,1830,2518.0,1.036,4293,66,0.692,0.421,0.0,0.0,1.0
0,45,1,1,3.0,1.0,0,32,5,1,2,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21,0.0,0.0,1.0
0,47,1,5,4.0,0.0,0,41,4,2,1,3532.0,0,3532.0,0.82,3162,56,0.6,0.0,0.0,1.0,0.0
0,53,0,1,2.0,0.0,0,45,3,2,2,2312.0,1997,315.0,0.787,5085,78,0.773,0.864,0.0,0.0,1.0
0,49,0,1,5.0,1.3414549251653325,0,36,3,1,2,8519.0,0,8519.0,0.873,3698,65,0.625,0.0,0.0,1.0,0.0
0,53,1,1,2.0838129496402877,3.0,0,36,4,2,3,13457.0,1248,12209.0,0.512,1548,41,0.519,0.093,0.0,1.0,0.0
0,37,1,0,1.0,1.0,0,36,3,1,5,3091.0,0,3091.0,0.665,2572,65,0.548,0.0,1.0,0.0,0.0
0,41,1,5,1.0,1.0,0,22,6,2,2,1438.3,0,1438.3,0.56,4439,81,1.025,0.0,0.0,0.0,1.0
0,31,0,0,4.0,1.3414549251653325,0,36,3,3,1,26423.0,0,26423.0,0.671,13575,108,0.77,0.0,0.0,0.0,1.0
0,32,1,1,2.0,3.0,0,36,5,3,4,34516.0,0,34516.0,0.845,2305,60,0.714,0.0,1.0,0.0,0.0
0,47,1,4,2.0,2.0,0,35,4,2,3,6623.0,1823,4800.0,0.811,2293,47,0.567,0.275,0.0,0.0,0.0
0,49,1,3,1.0,3.0,0,41,5,2,3,8051.0,2138,5913.0,0.716,4370,83,0.886,0.266,0.0,1.0,0.0
0,50,0,1,1.0,0.0,0,45,5,3,4,1652.0,1318,334.0,0.593,4533,69,0.533,0.798,0.0,1.0,0.0
0,26,0,0,1.0,1.3414549251653325,0,13,3,3,4,10286.0,2286,8000.0,0.671,2564,57,0.462,0.222,0.0,0.0,1.0
0,47,1,3,0.0,2.0,0,35,2,3,1,14131.0,1333,12798.0,0.767,12779,103,0.689,0.094,0.0,0.0,1.0
0,47,1,2,2.0,3.0,0,31,3,1,3,5295.0,723,4572.0,0.793,4412,90,0.579,0.137,1.0,0.0,0.0
0,51,0,2,2.0838129496402877,0.0,0,36,3,2,2,1858.0,1071,787.0,0.611,4388,66,0.535,0.576,0.0,0.0,1.0
0,63,0,1,2.0,1.3414549251653325,0,36,6,2,3,3967.0,1568,2399.0,1.236,1657,29,1.231,0.395,0.0,1.0,0.0
0,43,1,2,3.0,4.0,1,31,6,2,4,34516.0,2398,32118.0,0.917,4976,88,0.692,0.069,0.0,1.0,0.0
0,60,1,0,2.0,0.0,0,47,6,3,3,3076.0,2257,819.0,0.795,4522,75,0.471,0.734,0.0,0.0,0.0
0,50,1,2,2.0838129496402877,4.0,0,38,4,4,2,2123.0,995,1128.0,0.626,4516,78,0.625,0.469,0.0,0.0,1.0
0,41,0,3,1.0,1.3414549251653325,0,36,5,1,2,5869.0,0,5869.0,0.713,4191,65,0.857,0.0,0.0,0.0,0.0
0,47,1,3,2.0,3.0,0,38,5,3,3,8185.0,1556,6629.0,0.806,4527,83,0.93,0.19,0.0,0.0,1.0
0,44,0,2,0.0,0.0,0,34,3,3,1,2296.0,0,2296.0,0.749,5108,87,0.74,0.0,0.0,1.0,0.0
0,45,0,3,0.0,0.0,0,30,3,2,3,2059.0,1118,941.0,0.788,4110,71,1.152,0.543,0.0,0.0,1.0
0,52,0,2,1.0,0.0,0,32,6,3,4,2427.0,1581,846.0,0.694,3857,69,0.816,0.651,1.0,0.0,0.0
0,40,1,5,2.0838129496402877,3.0,0,22,6,1,4,4042.0,1744,2298.0,0.582,1471,37,0.542,0.431,0.0,0.0,0.0
0,52,0,2,1.0,0.0,0,44,6,3,3,2971.0,0,2971.0,1.154,4458,63,0.615,0.0,0.0,0.0,1.0
0,51,1,1,1.0,4.0,0,43,2,3,2,30172.0,1825,28347.0,0.8,8879,101,0.578,0.06,0.0,1.0,0.0
0,44,0,4,3.0,0.0,0,30,4,3,2,1791.0,1314,477.0,0.725,5109,79,0.756,0.734,1.0,0.0,0.0
0,54,0,4,2.0,1.3414549251653325,0,48,3,2,2,9723.0,1307,8416.0,0.803,4043,76,0.9,0.134,0.0,0.0,1.0
0,42,0,1,4.0,0.0,0,28,3,3,0,3453.0,1010,2443.0,0.801,8108,85,0.7,0.292,0.0,0.0,1.0
0,38,1,3,2.0,3.0,0,30,5,3,2,3976.0,1667,2309.0,0.929,4372,69,0.683,0.419,0.0,1.0,0.0
0,40,0,2,3.0,0.0,0,36,3,2,3,2423.0,1674,749.0,0.644,4258,80,0.538,0.691,0.0,1.0,0.0
0,38,1,2,2.0,3.0,0,23,4,1,1,18226.0,1847,16379.0,0.845,1681,43,0.87,0.101,0.0,1.0,0.0
0,40,1,4,0.0,4.0,0,34,3,1,3,17818.0,1451,16367.0,0.632,3973,74,0.451,0.081,0.0,0.0,1.0
0,47,1,2,1.0,1.0,0,27,2,3,2,1536.0,0,1536.0,0.913,4643,89,0.745,0.0,0.0,0.0,1.0
0,44,0,2,1.0,0.0,0,36,2,1,0,6633.0,1322,5311.0,0.698,8396,106,0.738,0.199,0.0,1.0,0.0
0,54,0,3,1.0,1.0,0,49,5,1,2,1438.3,886,552.3,0.822,4385,91,0.717,0.616,0.0,1.0,0.0
0,38,1,2,4.0,2.0,1,36,3,3,4,34516.0,1954,32562.0,0.436,1872,52,0.486,0.057,0.0,0.0,1.0
0,62,0,1,0.0,0.0,1,36,6,1,3,12590.0,931,11659.0,1.068,4182,78,0.696,0.074,0.0,0.0,0.0
0,59,0,1,2.0,0.0,0,49,6,5,4,4072.0,0,4072.0,0.464,1966,43,1.15,0.0,0.0,0.0,0.0
0,35,1,3,2.0,2.0,0,36,5,1,3,2780.0,0,2780.0,0.565,2469,67,0.811,0.0,0.0,0.0,1.0
0,47,0,4,4.0,1.3414549251653325,0,29,5,2,1,8644.0,1391,7253.0,0.896,4272,59,0.686,0.161,0.0,0.0,0.0
0,48,0,3,2.0,0.0,0,36,4,1,2,2544.0,0,2544.0,0.759,3593,64,1.0,0.0,0.0,1.0,0.0
0,47,0,3,2.0838129496402877,0.0,0,36,3,1,4,1965.0,1175,790.0,0.657,4579,87,0.74,0.598,0.0,0.0,1.0
0,48,0,4,0.0,0.0,0,41,5,3,4,2340.0,1680,660.0,0.791,4751,83,0.804,0.718,0.0,1.0,0.0
0,60,1,1,3.0,1.0,0,48,3,1,3,1438.3,750,688.3,0.771,4542,88,0.833,0.521,0.0,0.0,1.0
0,52,1,2,0.0,4.0,0,42,1,1,3,33552.0,1252,32300.0,0.793,14490,98,0.815,0.037,0.0,0.0,0.0
0,32,0,4,2.0838129496402877,0.0,0,22,6,3,3,1438.3,1056,382.3,0.986,4885,78,1.053,0.734,0.0,1.0,0.0
0,54,0,1,3.0,0.0,0,48,4,3,2,6814.0,1570,5244.0,0.653,1339,30,0.364,0.23,0.0,1.0,0.0
0,53,0,1,0.0,1.0,1,41,3,3,2,15845.0,1675,14170.0,0.514,4037,68,0.447,0.106,0.0,0.0,1.0
0,46,0,3,3.0,1.3414549251653325,0,36,1,3,2,3515.0,0,3515.0,0.876,15079,116,0.841,0.0,1.0,0.0,0.0
0,38,1,5,2.0,2.0,0,25,4,3,0,5597.0,1118,4479.0,0.753,4599,89,0.648,0.2,0.0,0.0,1.0
0,37,0,5,1.0,1.0,0,19,4,1,2,3252.0,1987,1265.0,0.658,2953,72,0.714,0.611,0.0,0.0,1.0
0,57,0,2,2.0,0.0,0,49,4,2,2,1857.0,1528,329.0,0.698,4681,71,0.868,0.823,0.0,0.0,1.0
0,45,1,4,0.0,3.0,0,35,2,2,2,11318.0,2082,9236.0,0.733,7179,93,0.632,0.184,0.0,0.0,1.0
0,46,1,2,0.0,3.0,0,36,6,3,3,34516.0,1597,32919.0,0.858,1628,51,1.217,0.046,1.0,0.0,0.0
0,47,1,3,2.0838129496402877,4.0,0,28,3,2,2,11629.0,802,10827.0,0.912,3752,78,0.902,0.069,0.0,1.0,0.0
0,44,1,2,3.0,3.0,0,36,3,3,2,12230.0,1196,11034.0,0.62,3659,76,0.52,0.098,0.0,1.0,0.0
0,49,0,1,4.0,1.3414549251653325,0,39,6,3,1,4821.0,0,4821.0,0.746,4680,77,0.974,0.0,0.0,1.0,0.0
0,47,0,2,3.0,0.0,0,41,5,3,4,1438.3,0,1438.3,0.8,1501,40,0.739,0.0,0.0,1.0,0.0
0,37,0,2,1.0,0.0,0,27,6,6,2,3148.0,0,3148.0,0.498,1401,31,0.722,0.0,0.0,1.0,0.0
0,49,0,4,2.0838129496402877,0.0,0,45,5,3,2,9431.0,1785,7646.0,0.603,14261,99,0.65,0.189,0.0,0.0,1.0
0,73,1,0,1.0,1.0,0,36,5,3,2,4469.0,1125,3344.0,1.363,1765,34,1.615,0.252,0.0,1.0,0.0
0,51,1,3,4.0,1.0,0,36,2,3,3,1590.0,1273,317.0,0.64,7352,80,0.818,0.801,0.0,1.0,0.0
0,45,1,3,3.0,2.0,0,41,6,3,3,9106.0,2477,6629.0,0.515,1239,33,0.737,0.272,0.0,1.0,0.0
0,46,1,0,1.0,3.0,0,36,3,1,4,16099.0,0,16099.0,0.562,3656,88,0.76,0.0,1.0,0.0,0.0
0,53,1,4,2.0838129496402877,0.0,0,43,6,3,1,3844.0,2079,1765.0,0.755,4271,56,0.806,0.541,0.0,0.0,1.0
0,38,0,5,3.0,0.0,0,31,2,5,2,2153.0,1392,761.0,0.787,4268,85,0.667,0.647,0.0,1.0,0.0
0,49,0,4,0.0,0.0,0,36,1,3,3,1544.0,999,545.0,0.786,4215,53,1.12,0.647,0.0,0.0,1.0
0,45,0,1,2.0838129496402877,0.0,0,36,1,2,1,5087.0,2517,2570.0,0.765,4682,77,0.711,0.495,0.0,1.0,0.0
0,43,1,2,1.0,3.0,0,30,4,2,1,18008.0,2517,15491.0,0.775,2659,55,0.833,0.14,0.0,0.0,0.0
0,61,0,0,3.0,1.3414549251653325,0,36,6,2,3,2035.0,1883,152.0,0.955,4802,85,0.604,0.925,0.0,1.0,0.0
0,43,1,5,3.0,1.0,0,31,4,1,2,7564.0,0,7564.0,0.61,4743,82,0.822,0.0,0.0,0.0,1.0
0,49,1,2,1.0,3.0,1,40,4,3,2,34516.0,1313,33203.0,0.583,15154,99,0.833,0.038,0.0,0.0,1.0
0,60,0,1,1.0,0.0,0,49,5,4,1,2481.0,1925,556.0,0.723,5228,73,0.78,0.776,0.0,0.0,1.0
0,45,1,3,3.0,1.0,0,38,1,3,1,3751.0,1869,1882.0,0.926,9497,106,0.71,0.498,0.0,0.0,1.0
0,45,0,3,3.0,1.0,1,39,5,2,4,21425.0,1459,19966.0,1.061,3704,60,0.538,0.068,0.0,0.0,1.0
0,51,1,2,0.0,4.0,0,41,4,2,3,30560.0,0,30560.0,0.721,3736,55,0.719,0.0,1.0,0.0,0.0
0,59,0,0,2.0838129496402877,0.0,0,36,6,1,4,2448.0,1969,479.0,0.713,5066,84,0.75,0.804,0.0,1.0,0.0
0,42,0,5,3.0,0.0,0,38,5,1,2,2346.0,1373,973.0,0.73,4432,72,0.756,0.585,0.0,1.0,0.0
0,50,0,3,0.0,1.3414549251653325,0,38,4,4,1,11486.0,0,11486.0,0.383,4918,79,0.549,0.0,0.0,1.0,0.0
0,48,0,5,4.0,1.0,0,38,3,3,1,2926.0,716,2210.0,0.949,4219,78,0.592,0.245,0.0,1.0,0.0
0,42,1,3,2.0838129496402877,3.0,0,33,3,3,2,3714.0,2170,1544.0,0.524,1454,35,0.522,0.584,0.0,0.0,1.0
0,33,0,3,2.0838129496402877,1.0,1,36,2,3,3,19594.0,971,18623.0,0.761,12429,111,0.542,0.05,0.0,0.0,1.0
0,29,0,0,4.0,0.0,0,36,5,2,3,5076.0,1223,3853.0,0.83,2675,57,0.629,0.241,0.0,0.0,1.0
0,57,0,1,1.0,0.0,0,36,6,2,2,3101.0,1257,1844.0,0.416,1681,32,0.524,0.405,0.0,1.0,0.0
0,46,1,2,0.0,2.0,0,35,1,1,0,8396.0,604,7792.0,0.827,8329,101,0.656,0.072,0.0,0.0,1.0
0,47,1,4,2.0838129496402877,2.0,0,36,5,3,1,9132.0,800,8332.0,0.62,3809,71,0.511,0.088,0.0,0.0,1.0
0,49,0,2,3.0,0.0,0,38,3,4,2,1438.3,0,1438.3,0.584,4497,79,0.612,0.0,0.0,1.0,0.0
0,52,0,3,3.0,1.0,0,47,3,2,0,2741.0,1639,1102.0,0.644,5077,87,0.74,0.598,0.0,1.0,0.0
0,53,1,2,1.0,4.0,0,41,4,3,3,7272.0,2037,5235.0,0.795,2333,56,0.697,0.28,0.0,1.0,0.0
0,52,0,3,0.0,0.0,0,41,2,1,2,1801.0,0,1801.0,0.516,5047,79,0.756,0.0,0.0,0.0,1.0
0,51,0,1,3.0,1.3414549251653325,0,39,4,3,3,2002.0,1248,754.0,0.502,1585,40,0.905,0.623,0.0,1.0,0.0
0,49,0,2,0.0,1.3414549251653325,0,41,3,5,2,3128.0,749,2379.0,0.598,4369,59,0.735,0.239,0.0,1.0,0.0
0,51,1,3,3.0,1.0,0,36,6,3,2,11512.0,988,10524.0,0.569,1842,32,1.133,0.086,0.0,1.0,0.0
0,57,1,1,2.0,1.0,0,48,3,1,2,3539.0,0,3539.0,0.781,1336,23,0.211,0.0,0.0,0.0,1.0
0,35,0,2,0.0,0.0,0,21,6,2,3,5825.0,1815,4010.0,1.132,2820,62,0.879,0.312,0.0,1.0,0.0
0,47,0,4,3.0,0.0,0,34,5,3,4,1926.0,879,1047.0,0.536,4385,71,0.614,0.456,0.0,1.0,0.0
0,44,1,2,1.0,1.0,0,31,5,1,1,2197.0,0,2197.0,0.921,4548,64,0.641,0.0,0.0,0.0,1.0
0,52,0,2,1.0,0.0,0,36,1,2,3,3029.0,2267,762.0,0.842,14934,113,0.823,0.748,0.0,0.0,1.0
0,52,0,1,4.0,1.0,0,48,1,5,3,1766.0,0,1766.0,0.769,4643,76,0.617,0.0,0.0,0.0,1.0
0,49,0,4,4.0,1.3414549251653325,0,44,6,3,2,18206.0,1586,16620.0,0.921,1439,48,1.0,0.087,0.0,0.0,1.0
0,55,0,1,1.0,1.3414549251653325,0,36,3,2,3,6968.0,1430,5538.0,0.95,4037,69,1.029,0.205,0.0,0.0,0.0
0,47,1,2,4.0,2.0,0,39,1,3,2,17575.0,618,16957.0,0.917,15473,128,0.684,0.035,0.0,0.0,1.0
0,45,0,3,2.0838129496402877,1.3414549251653325,0,32,6,3,4,9294.0,2000,7294.0,0.637,4431,82,0.673,0.215,0.0,0.0,1.0
0,61,1,1,0.0,1.0,0,47,5,3,4,1438.3,847,591.3,0.436,1397,43,0.483,0.589,0.0,1.0,0.0
0,46,0,2,3.0,0.0,0,36,1,1,1,5785.0,2130,3655.0,0.813,7950,86,0.593,0.368,0.0,0.0,1.0
0,51,1,0,1.0,3.0,0,44,2,2,3,22741.0,2176,20565.0,0.689,8438,100,0.887,0.096,0.0,0.0,0.0
0,50,1,3,3.0,4.0,0,42,3,1,3,33996.0,949,33047.0,0.846,3569,77,0.571,0.028,0.0,0.0,1.0
0,59,0,0,4.0,0.0,0,49,5,2,3,1479.0,601,878.0,0.607,1621,32,0.6,0.406,0.0,1.0,0.0
0,49,1,2,1.0,3.0,0,32,4,1,3,28142.0,762,27380.0,0.982,3676,47,1.35,0.027,0.0,1.0,0.0
0,49,1,5,1.0,3.0,0,36,6,2,2,2292.0,0,2292.0,0.976,2584,60,0.5,0.0,0.0,1.0,0.0
0,39,1,2,0.0,3.0,0,36,6,2,4,7901.0,1184,6717.0,0.863,3667,66,0.784,0.15,0.0,0.0,1.0
0,26,1,1,1.0,2.0,0,15,6,3,3,4327.0,0,4327.0,0.624,2344,48,0.297,0.0,0.0,0.0,1.0
0,55,1,3,2.0,3.0,0,42,3,2,1,26101.0,614,25487.0,0.397,1472,48,0.412,0.024,0.0,1.0,0.0
0,38,0,1,4.0,0.0,0,33,4,2,1,2256.0,0,2256.0,0.713,4587,92,0.878,0.0,0.0,0.0,1.0
0,58,1,2,2.0838129496402877,2.0,0,52,6,2,3,20410.0,1196,19214.0,0.726,3525,78,0.733,0.059,1.0,0.0,0.0
0,43,1,3,2.0,3.0,0,34,2,2,2,5390.0,1324,4066.0,0.611,7739,106,0.472,0.246,0.0,0.0,1.0
0,43,1,2,4.0,2.0,0,34,1,1,3,13553.0,1448,12105.0,0.925,8751,94,0.808,0.107,0.0,1.0,0.0
0,47,1,4,1.0,3.0,0,36,3,3,4,8217.0,0,8217.0,0.678,1848,56,0.514,0.0,0.0,1.0,0.0
0,50,0,2,1.0,0.0,0,21,6,1,1,2965.0,1819,1146.0,0.796,4475,66,0.692,0.613,0.0,1.0,0.0
0,39,0,2,2.0838129496402877,0.0,0,32,2,1,2,4325.0,2418,1907.0,0.796,4588,77,0.791,0.559,0.0,0.0,1.0
0,47,1,2,1.0,2.0,0,32,3,5,2,3842.0,1563,2279.0,0.781,14751,107,0.726,0.407,0.0,1.0,0.0
0,42,1,3,2.0838129496402877,4.0,0,36,6,3,2,15108.0,0,15108.0,1.015,3738,68,0.744,0.0,0.0,0.0,1.0
0,55,0,2,3.0,1.3414549251653325,0,42,2,3,2,21046.0,1631,19415.0,0.731,7653,95,0.638,0.077,0.0,0.0,1.0
0,44,1,4,2.0838129496402877,3.0,0,36,6,2,3,5877.0,1160,4717.0,0.446,3565,83,0.729,0.197,0.0,0.0,1.0
0,59,1,0,3.0,1.0,0,48,4,2,2,1638.0,0,1638.0,0.533,1536,44,0.63,0.0,0.0,0.0,1.0
0,63,0,0,1.0,0.0,0,36,4,3,3,2074.0,1688,386.0,0.62,4232,75,0.5,0.814,0.0,0.0,1.0
0,56,0,1,3.0,1.0,0,47,3,2,1,6038.0,0,6038.0,0.741,1447,30,0.875,0.0,0.0,0.0,1.0
0,55,0,3,1.0,0.0,0,48,6,2,2,2897.0,1601,1296.0,0.878,1337,25,0.471,0.553,0.0,1.0,0.0
0,39,0,2,3.0,1.3414549251653325,1,35,1,3,3,32089.0,1971,30118.0,0.671,13796,121,0.833,0.061,0.0,0.0,1.0
0,52,0,2,3.0,0.0,0,36,3,1,3,4950.0,1829,3121.0,0.671,4529,73,0.872,0.369,0.0,1.0,0.0
0,45,0,4,0.0,0.0,1,30,5,2,2,13131.0,1965,11166.0,0.695,1795,37,0.48,0.15,0.0,0.0,0.0
0,48,1,4,3.0,3.0,0,41,4,2,1,14322.0,0,14322.0,0.602,3993,75,0.531,0.0,0.0,1.0,0.0
0,50,1,1,3.0,4.0,0,43,4,5,3,20958.0,0,20958.0,0.769,4425,78,0.696,0.0,0.0,1.0,0.0
0,50,1,1,5.0,3.0,0,41,6,1,2,2826.0,1741,1085.0,0.669,4488,73,0.825,0.616,0.0,0.0,1.0
0,48,0,4,0.0,0.0,0,37,6,3,4,2646.0,872,1774.0,0.865,4246,80,0.739,0.33,0.0,0.0,1.0
0,47,1,3,0.0,3.0,0,36,5,3,2,26058.0,1664,24394.0,0.916,3489,58,0.611,0.064,0.0,0.0,1.0
0,43,0,4,3.0,0.0,0,32,6,3,1,2624.0,1117,1507.0,0.826,3929,67,0.595,0.426,0.0,1.0,0.0
0,47,1,4,0.0,3.0,0,40,5,2,4,21148.0,1746,19402.0,0.853,3370,69,0.769,0.083,0.0,1.0,0.0
0,43,0,2,0.0,0.0,0,39,5,3,3,2734.0,2517,217.0,0.7,4457,86,0.955,0.921,0.0,0.0,0.0
0,50,1,3,2.0838129496402877,4.0,0,33,4,1,4,17087.0,0,17087.0,0.761,3519,70,0.591,0.0,0.0,0.0,1.0
0,49,0,4,3.0,0.0,0,43,3,1,4,2228.0,1003,1225.0,1.119,2104,44,0.467,0.45,1.0,0.0,0.0
0,27,0,1,4.0,0.0,0,13,3,2,2,1438.3,990,448.3,0.715,3855,73,1.147,0.688,0.0,1.0,0.0
0,31,0,1,2.0,0.0,0,21,2,2,3,2061.0,1904,157.0,0.786,4480,86,0.87,0.924,1.0,0.0,0.0
0,51,1,1,0.0,3.0,0,41,5,3,3,5638.0,808,4830.0,0.781,2036,50,0.613,0.143,0.0,1.0,0.0
0,65,1,1,3.0,0.0,0,54,5,3,4,3213.0,2517,696.0,0.507,1855,39,0.773,0.783,0.0,1.0,0.0
0,45,0,0,5.0,1.0,1,36,1,1,3,19107.0,933,18174.0,0.88,8987,89,0.561,0.049,0.0,1.0,0.0
0,28,0,0,2.0838129496402877,1.3414549251653325,0,36,3,4,2,3524.0,1306,2218.0,0.8,4252,78,0.814,0.371,0.0,1.0,0.0
